pattern_id,pattern_name,pattern_type,category,status,complexity,version,domains,last_updated,tuple_notation,tuple_notation_format,definition_description,components,type_definitions,properties,operations,requires_dependencies,uses_dependencies,specializes_dependencies,specialized_by_dependencies,manifestations
P16,Suggestion/Recommendation System,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$ss = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",latex,,"input[type: Input, notation: input, desc: input to suggestion/recommendation system] | process[type: Input → Output, notation: process, desc: processing function] | output[type: Output, notation: output, desc: output from suggestion/recommendation system] | display[type: Output → Visual, notation: display, desc: display function]","Input[def: $\text{Input} = \text{Data}$, format: latex] | Output[def: $\text{Output} = \text{Result}$, format: latex] | State[def: $\text{State} = (\text{data}, \text{timestamp})$, format: latex]","P.P16.1:Correctness[spec: $\forall i : \text{valid}(i) \implies \text{correct}(\text{output}(i))$, format: latex] | P.P16.2:Performance[spec: $\Delta t_{process} < \text{threshold}$, format: latex] | P.P16.3:Consistency[spec: $\forall i_1, i_2 : i_1 = i_2 \implies \text{output}(i_1) = \text{output}(i_2)$, format: latex] | P.P16.4:Usability[spec: $\forall u : \text{usable}(u)$, format: latex]","Process[sig: process: Input → Output, def: $\text{process}(i) = o$ where $o$ is computed result, format: latex] | Display[sig: display: Output → Effect, def: $\text{display}(o)$ shows output to user, format: latex] | Update[sig: update: State → Effect, def: $\text{update}(s)$ refreshes display, format: latex]",,,,,Suggestion/Recommendation System in modern applications[implements suggestion/recommendation system pattern] | Web-based suggestion/recommendation system[browser implementation of suggestion/recommendation system] | Mobile suggestion/recommendation system[mobile app implementation]
P17,Key-Value Store,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$K = (store, get, set, delete)$",latex,,"store[type: Map⟨Key, Value⟩, notation: store, desc: storage] | get[type: Key → Value | null, notation: get, desc: retrieves values] | set[type: Key × Value → Effect, notation: set, desc: stores values] | delete[type: Key → Effect, notation: delete, desc: removes entries]",,"P.P17.1:Fast Lookup[spec: get(key) completes in O(1) average time, format: latex] | P.P17.2:Atomic Operations[spec: set and delete are atomic, format: latex]","Get[sig: get(key: Key) → Value | null, def: $get(key: Key) → Value | null = store[key] if key ∈ keys(store) else null$, format: latex] | Set[sig: set(key: Key, value: Value) → Effect, def: $set(key: Key, value: Value) → Effect = store[key] := value$, format: latex] | Delete[sig: delete(key: Key) → Effect, def: $delete(key: Key) → Effect = store := store ∖ {key}$, format: latex]",,,,,Cache | Settings storage | Session state | Metadata store
P18,Relational Database,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$R = (tables, schemas, constraints, indices)$",latex,,"tables[type: Map⟨String, Table⟩, notation: tables, desc: data tables] | schemas[type: Map⟨String, Schema⟩, notation: schemas, desc: define table structures] | constraints[type: Set⟨Constraint⟩, notation: constraints, desc: enforce integrity] | indices[type: Map⟨(Table, Column), Index⟩, notation: indices, desc: speed queries]","Table[def: Set⟨Row⟩, format: latex] | Row[def: Map⟨String, Value⟩ // column → value, format: latex] | Schema[def: Sequence⟨(name: String, type: Type, constraints: Set⟨Constraint⟩)⟩, format: latex] | Constraint[def: PrimaryKey | ForeignKey | Unique | NotNull | Check(predicate), format: latex]","P.P18.1:ACID[spec: Atomicity: Transactions complete fully or not at all Consistency: Constraints always satisfied Isolation: Concurrent transactions don't interfere Durability: Committed changes persist, format: latex] | P.P18.2:Relational Algebra[spec: Queries expressed as: SELECT, PROJECT, JOIN, UNION, DIFFERENCE, format: latex]","Insert[sig: , def: INSERT INTO table VALUES (...), format: latex] | Select[sig: , def: SELECT columns FROM table WHERE predicate ORDER BY columns, format: latex] | Join[sig: , def: SELECT * FROM table1 JOIN table2 ON table1.key = table2.foreign_key, format: latex]",,,,,Content database | File metadata | User data | Application state
P19,Graph Database,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$G = (nodes, edges, props, traversal)$",latex,,"nodes[type: Set⟨Node⟩, notation: nodes, desc: entities] | edges[type: Set⟨Edge⟩, notation: edges, desc: relationships] | props[type: (Node | Edge) → Map⟨String, Value⟩, notation: props, desc: properties] | traversal[type: Query → Sequence⟨Path⟩, notation: traversal, desc: executes graph queries]","Node[def: (id: ID, labels: Set⟨String⟩), format: latex] | Edge[def: (id: ID, from: Node, to: Node, type: String), format: latex] | Path[def: Sequence⟨(Node | Edge)⟩, format: latex] | Query[def: pattern matching query (Cypher, SPARQL, etc.), format: latex]","P.P19.1:Efficient Traversal[spec: traverse(node, depth) in O(k·d) where k = avg degree, d = depth, format: latex] | P.P19.2:Core Property 2[spec: Both nodes and edges can have properties, format: latex]","Match Pattern[sig: , def: MATCH (a:Person)-[:KNOWS]->(b:Person) WHERE a.name = ""Alice"" RETURN b, format: latex] | Shortest Path[sig: shortest_path(node1, node2) → Path | null, def: shortest_path(node1, node2) → Path | null, format: latex]",,,,,Knowledge graphs | Dependency graphs | Citation networks | Social networks
P2,Command Interface,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$I = (input, parser, executor, history)$",latex,,"input[type: String, notation: input, desc: command text] | parser[type: String → Command | ParseError, notation: parser, desc: parses input] | executor[type: Command → Result, notation: executor, desc: executes commands] | history[type: Sequence⟨String⟩, notation: history, desc: command history]",,"P.P2.1:Parse-Execute Cycle[spec: input → parse → validate → execute → feedback, format: latex] | P.P2.2:History Navigation[spec: ↑ key → previous(history) ↓ key → next(history), format: latex] | P.P2.3:Autocomplete[spec: partial_input → suggest(completions) where completions ⊆ valid_commands, format: latex]","Parse Command[sig: parse(s: String) → Command | ParseError, def: $parse(s: String) → Command | ParseError = tokenize(s) → match_pattern → construct_command$, format: latex] | Execute[sig: execute(cmd: Command) → Result, def: $execute(cmd: Command) → Result = case cmd.type of Search(query) → search_engine(query) Create(type) → create_object(type) Delete(id) → delete_object(id)$, format: latex] | Suggest Completions[sig: suggest(partial: String) → Sequence⟨String⟩, def: $suggest(partial: String) → Sequence⟨String⟩ = filter(valid_commands, λc: startsWith(c, partial)) → sort_by_frequency → take(10)$, format: latex]",,,,,"Search bar[Google, Spotlight] | Command line[Terminal, bash] | Command palette[VS Code Ctrl+Shift+P] | Query input[SQL clients]"
P20,Document Store,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$D = (collections, documents, queries, indices)$",latex,,"collections[type: Map⟨String, Set⟨Document⟩⟩, notation: collections, desc: group documents] | documents[type: Set⟨Document⟩, notation: documents, desc: schema-free documents] | queries[type: Query → Set⟨Document⟩, notation: queries, desc: find documents] | indices[type: Map⟨Path, Index⟩, notation: indices, desc: speed queries]","Document[def: Map⟨String, Value⟩ // JSON-like structure, format: latex] | Value[def: String | ℕ | ℝ | 𝔹 | null | Sequence⟨Value⟩ | Map⟨String,Value⟩, format: latex] | Query[def: (filters: Map⟨Path, Predicate⟩, projection: Set⟨Path⟩), format: latex]","P.P20.1:Schema-Free[spec: Documents in same collection can have different structures, format: latex] | P.P20.2:Nested Data[spec: Documents can contain nested objects and arrays, format: latex]","Find[sig: find({age: {$gt: 25}, city: ""NYC""}) → Set⟨Document⟩, def: find({age: {$gt: 25}, city: ""NYC""}) → Set⟨Document⟩, format: latex] | Insert[sig: insert(collection, document) → Effect, def: insert(collection, document) → Effect, format: latex] | Update[sig: update(query, changes) → Effect, def: update(query, changes) → Effect, format: latex]",,,,,"Note storage[Notion, Roam] | Configuration[JSON files] | Log aggregation | CMS content"
P21,Time-Series Store,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$T = (series, timestamps, values, aggregations)$",latex,,"series[type: Map⟨String, TimeSeries⟩, notation: series, desc: named series] | timestamps[type: Sequence⟨Time⟩, notation: timestamps, desc: ordered timestamps] | values[type: Map⟨Time, Value⟩, notation: values, desc: data points] | aggregations[type: (Time, Time, Func) → Value, notation: aggregations, desc: compute aggregates]","TimeSeries[def: Sequence⟨(timestamp: Time, value: Value)⟩, format: latex] | Aggregation[def: Sum | Avg | Min | Max | Count | ..., format: latex]","P.P21.1:Temporal Ordering[spec: timestamps are sorted: tᵢ < tᵢ₊₁, format: latex] | P.P21.2:Efficient Range Queries[spec: range(t1, t2) uses binary search: O(log n + k) where k = result size, format: latex]","Range Query[sig: range(t1: Time, t2: Time) → TimeSeries, def: $range(t1: Time, t2: Time) → TimeSeries = {(t, v) ∈ series : t1 ≤ t ≤ t2}$, format: latex] | Aggregate[sig: aggregate(t1: Time, t2: Time, window: Duration, func: Aggregation) → TimeSeries, def: $aggregate(t1: Time, t2: Time, window: Duration, func: Aggregation) → TimeSeries = group points in windows, apply func to each window$, format: latex]",,,,,Edit history | Telemetry | Sensor data | User activity log | Stock prices
P22,Event Bus,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$B = (publishers, subscribers, topics, broker)$",latex,,"publishers[type: Set⟨Publisher⟩, notation: publishers, desc: emit events] | subscribers[type: Map⟨Topic, Set⟨Subscriber⟩⟩, notation: subscribers, desc: listen for events] | topics[type: Set⟨Topic⟩, notation: topics, desc: event channels] | broker[type: (Topic, Event) → Effect, notation: broker, desc: routes events]","Publisher[def: (id: ID, publish: (Topic, Event) → Effect), format: latex] | Subscriber[def: (id: ID, handle: Event → Effect), format: latex] | Topic[def: String, format: latex] | Event[def: (type: String, payload: Map⟨String, Value⟩, timestamp: Time), format: latex]","P.P22.1:Decoupling[spec: Publishers don't know subscribers Subscribers don't know publishers, format: latex] | P.P22.2:Many-to-Many[spec: One event → multiple subscribers One subscriber → multiple topics, format: latex] | P.P22.3:Async Delivery[spec: publish(event) returns immediately Delivery happens asynchronously, format: latex]","Subscribe[sig: subscribe(topic: Topic, subscriber: Subscriber) → Effect, def: $subscribe(topic: Topic, subscriber: Subscriber) → Effect = subscribers[topic] := subscribers[topic] ∪ {subscriber}$, format: latex] | Publish[sig: publish(topic: Topic, event: Event) → Effect, def: $publish(topic: Topic, event: Event) → Effect = for subscriber in subscribers[topic]: async_invoke(subscriber.handle, event)$, format: latex] | Unsubscribe[sig: unsubscribe(topic: Topic, subscriber: Subscriber) → Effect, def: $unsubscribe(topic: Topic, subscriber: Subscriber) → Effect = subscribers[topic] := subscribers[topic] ∖ {subscriber}$, format: latex] | At-Most-Once[sig: , def: Fire and forget Fast but may lose events, format: latex] | At-Least-Once[sig: , def: Retry until acknowledged May duplicate events, format: latex] | Exactly-Once[sig: , def: Deduplication + acknowledgment Expensive but reliable, format: latex]",,,,,UI event system | Component communication | Plugin events | Message queues
P23,Real-Time Sync,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$S = (local, remote, diff, merge, conflicts)$",latex,,"local[type: State, notation: local, desc: local state] | remote[type: State, notation: remote, desc: remote state] | diff[type: State × State → Delta, notation: diff, desc: computes differences] | merge[type: State × Delta → State, notation: merge, desc: applies changes] | conflicts[type: Sequence⟨Conflict⟩, notation: conflicts, desc: tracks unresolved conflicts]","State[def: Map⟨Path, Value⟩ // Complete state snapshot, format: latex] | Delta[def: Sequence⟨Change⟩ // Incremental changes, format: latex] | Conflict[def: (path: Path, local_value: Value, remote_value: Value), format: latex]","P.P23.1:Eventual Consistency[spec: After quiescence: local = remote, format: latex] | P.P23.2:Conflict Resolution[spec: Concurrent changes → detect conflicts → resolve, format: latex] | P.P23.3:Efficient Sync[spec: Only send deltas, not full state, format: latex]","Compute Delta[sig: diff(old: State, new: State) → Delta, def: $diff(old: State, new: State) → Delta = changes := [] for path in keys(old) ∪ keys(new): if old[path] ≠ new[path]: changes := changes ++ [Change(path, old[path], new[path])] return changes$, format: latex] | Apply Delta[sig: merge(state: State, delta: Delta) → State, def: $merge(state: State, delta: Delta) → State = for change in delta: if ¬conflict(change, state): state[change.path] := change.new_value else: conflicts := conflicts ++ [Conflict(change.path, state[change.path], change.new_value)] return state$, format: latex] | Resolve Conflict[sig: resolve(conflict: Conflict, strategy: Strategy) → Value, def: $resolve(conflict: Conflict, strategy: Strategy) → Value = case strategy of LastWriteWins → newer(conflict.local_value, conflict.remote_value) ManualResolve → prompt_user(conflict) MergeValues → merge_function(conflict.local_value, conflict.remote_value)$, format: latex] | Polling[sig: , def: Every τ seconds: fetch remote, diff, merge Simple but wasteful, format: latex] | WebSocket[sig: , def: Persistent connection, push updates Real-time, efficient, format: latex] | Operational Transformation[sig: , def: Transform operations to account for concurrent edits Complex but powerful, format: latex]",,,,,Collaborative editing | Live preview | Cloud sync[Dropbox] | Multi-device sync
P24,Request-Response API,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$A = (endpoints, handlers, middleware, responses)$",latex,,"endpoints[type: Set⟨Endpoint⟩, notation: endpoints, desc: API routes] | handlers[type: Map⟨Endpoint, Handler⟩, notation: handlers, desc: process requests] | middleware[type: Sequence⟨Middleware⟩, notation: middleware, desc: request interceptors] | responses[type: Request → Response, notation: responses, desc: generates responses]","Endpoint[def: (method: Method, path: Path), format: latex] | Method[def: GET | POST | PUT | DELETE | PATCH, format: latex] | Handler[def: Request → Response, format: latex] | Middleware[def: (Request, Next) → Response, format: latex] | Request[def: (method: Method, path: Path, headers: Map, body: Value), format: latex] | Response[def: (status: ℕ, headers: Map, body: Value), format: latex]","P.P24.1:Stateless[spec: Each request independent No server-side session required (often), format: latex] | P.P24.2:Idempotency[spec: GET, PUT, DELETE are idempotent Multiple identical requests = same result as single request, format: latex] | P.P24.3:Status Codes[spec: 2xx: Success 3xx: Redirection 4xx: Client error 5xx: Server error, format: latex]","Handle Request[sig: handle(request: Request) → Response, def: $handle(request: Request) → Response = for mw in middleware: request := mw(request, next) handler := handlers[request.endpoint] return handler(request)$, format: latex] | Register Endpoint[sig: register(endpoint: Endpoint, handler: Handler) → Effect, def: $register(endpoint: Endpoint, handler: Handler) → Effect = handlers[endpoint] := handler$, format: latex] | Add Middleware[sig: add_middleware(mw: Middleware) → Effect, def: $add_middleware(mw: Middleware) → Effect = middleware := middleware ++ [mw] - Authentication: Verify credentials - Logging: Log request/response - Rate limiting: Throttle requests - CORS: Handle cross-origin requests - Compression: Gzip responses$, format: latex]",,,,,REST API | RPC[gRPC] | GraphQL | Internal service APIs
P25,Streaming Protocol,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$S = (producer, consumer, buffer, backpressure, state)$",latex,,"producer[type: Producer, notation: producer, desc: generates data] | consumer[type: Consumer, notation: consumer, desc: processes data] | buffer[type: Queue⟨Chunk⟩, notation: buffer, desc: buffers data] | backpressure[type: Signal, notation: backpressure, desc: controls flow rate] | state[type: \{\text{flowing}, \text{paused}, \text{ended}, \text{error}\}, notation: state, desc: stream state]","Producer[def: (generate: () → Chunk | EndOfStream, pause: () → Effect, resume: () → Effect), format: latex] | Consumer[def: (consume: Chunk → Effect), format: latex] | Chunk[def: Sequence⟨Byte⟩ | Value, format: latex]","P.P25.1:Flow Control[spec: buffer full → pause producer → wait → resume producer, format: latex] | P.P25.2:Chunk Ordering[spec: Chunks consumed in order produced, format: latex] | P.P25.3:Graceful Termination[spec: Producer sends EndOfStream → consumer processes remaining chunks → close, format: latex]","Produce[sig: produce() → Effect, def: $produce() → Effect = while state = flowing: chunk := producer.generate() if chunk = EndOfStream: state := ended consumer.close() else: buffer := enqueue(buffer, chunk) if buffer.size ≥ highWaterMark: state := paused producer.pause()$, format: latex] | Consume[sig: consume() → Effect, def: $consume() → Effect = while ¬empty(buffer): chunk := dequeue(buffer) consumer.consume(chunk) if buffer.size < lowWaterMark ∧ state = paused: state := flowing producer.resume()$, format: latex] | Readable Stream[sig: , def: Data source (file, network) Can only read from, format: latex] | Writable Stream[sig: , def: Data sink (file, response) Can only write to, format: latex] | Transform Stream[sig: , def: Readable + Writable Transforms data in flight Example: compression, encryption, format: latex] | Duplex Stream[sig: , def: Independent readable and writable Example: WebSocket, format: latex]",,,,,WebSocket | Live updates | Progressive rendering | File uploads/downloads | Video streaming
P26,Status Bar/Indicator,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$sb = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",latex,,"state[type: State, notation: state, desc: current status bar/indicator state] | measure[type: State → Metric, notation: measure, desc: measurement function] | visualize[type: Metric → Visual, notation: visualize, desc: visualization function] | update[type: Visual → Effect, notation: update, desc: display update function]","Input[def: $\text{Input} = \text{Data}$, format: latex] | Output[def: $\text{Output} = \text{Result}$, format: latex] | State[def: $\text{State} = (\text{data}, \text{timestamp})$, format: latex]","P.P26.1:Correctness[spec: $\forall i : \text{valid}(i) \implies \text{correct}(\text{output}(i))$, format: latex] | P.P26.2:Performance[spec: $\Delta t_{process} < \text{threshold}$, format: latex] | P.P26.3:Consistency[spec: $\forall i_1, i_2 : i_1 = i_2 \implies \text{output}(i_1) = \text{output}(i_2)$, format: latex] | P.P26.4:Usability[spec: $\forall u : \text{usable}(u)$, format: latex]","Process[sig: process: Input → Output, def: $\text{process}(i) = o$ where $o$ is computed result, format: latex] | Display[sig: display: Output → Effect, def: $\text{display}(o)$ shows output to user, format: latex] | Update[sig: update: State → Effect, def: $\text{update}(s)$ refreshes display, format: latex]",,,,,Status Bar/Indicator in modern applications[implements status bar/indicator pattern] | Web-based status bar/indicator[browser implementation of status bar/indicator] | Mobile status bar/indicator[mobile app implementation]
P27,Toast/Notification,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$toa = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",latex,,"input[type: Input, notation: input, desc: input to toast/notification] | process[type: Input → Output, notation: process, desc: processing function] | output[type: Output, notation: output, desc: output from toast/notification] | display[type: Output → Visual, notation: display, desc: display function]","Input[def: $\text{Input} = \text{Data}$, format: latex] | Output[def: $\text{Output} = \text{Result}$, format: latex] | State[def: $\text{State} = (\text{data}, \text{timestamp})$, format: latex]","P.P27.1:Correctness[spec: $\forall i : \text{valid}(i) \implies \text{correct}(\text{output}(i))$, format: latex] | P.P27.2:Performance[spec: $\Delta t_{process} < \text{threshold}$, format: latex] | P.P27.3:Consistency[spec: $\forall i_1, i_2 : i_1 = i_2 \implies \text{output}(i_1) = \text{output}(i_2)$, format: latex] | P.P27.4:Usability[spec: $\forall u : \text{usable}(u)$, format: latex]","Process[sig: process: Input → Output, def: $\text{process}(i) = o$ where $o$ is computed result, format: latex] | Display[sig: display: Output → Effect, def: $\text{display}(o)$ shows output to user, format: latex] | Update[sig: update: State → Effect, def: $\text{update}(s)$ refreshes display, format: latex]",,,,,Toast/Notification in modern applications[implements toast/notification pattern] | Web-based toast/notification[browser implementation of toast/notification] | Mobile toast/notification[mobile app implementation]
P28,Progress Indicator,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$P = (current, total, label, eta, state)$",latex,,"current[type: ℕ, notation: current, desc: completed work] | total[type: ℕ, notation: total, desc: total work] | label[type: String, notation: label, desc: describes the task] | eta[type: Time, notation: eta, desc: estimated completion time] | state[type: \{\text{running}, \text{paused}, \text{complete}, \text{error}\}, notation: state, desc: status]","Time[def: $\text{Time} = \mathbb{R}_{\geq 0}$ (non-negative real), format: latex] | ProgressState[def: $\text{State} = \{\text{running}, \text{paused}, \text{complete}, \text{error}\}$, format: latex]","P.P28.1:Monotonic Progress[spec: $\forall t : \text{current}_t \leq \text{current}_{t+1}$ (progress only increases), format: latex] | P.P28.2:Bounded Progress[spec: $\forall t : 0 \leq \text{current}_t \leq \text{total}$ (progress within bounds), format: latex] | P.P28.3:Completion Invariant[spec: $\text{state} = \text{complete} \iff \text{current} = \text{total}$, format: latex] | P.P28.4:Valid Percentage[spec: $\text{percentage} = \frac{\text{current}}{\text{total}} \times 100 \in [0, 100]$, format: latex]","Update Progress[sig: update: ℕ → P, def: $\text{update}(n) = P'$where$P'.current = \min(n, total)$,$P'.state = \begin{cases} \text{complete} & \text{if } n \geq total \\ \text{running} & \text{otherwise} \end{cases}$, format: latex] | Reset[sig: reset: P → P, def: $\text{reset}(P) = P'$where$P'.current = 0$,$P'.state = \text{running}$,$P'.eta = \text{estimate}()$, format: latex] | Estimate ETA[sig: estimateETA: P → Time, def: $\text{estimateETA}(P) = \begin{cases} 0 & \text{if } state = \text{complete} \\ \frac{total - current}{rate} & \text{if } rate > 0 \\ \infty & \text{otherwise} \end{cases}$where$rate = \frac{current}{elapsed}$, format: latex]",,P26; P27,,,File upload/download | Build progress | Test execution | Verification progress | Installation progress
P29,Centralized State Store,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$S = (store, reducers, selectors, subscriptions)$",latex,,"store[type: State, notation: store, desc: application state (single source of truth)] | reducers[type: Map⟨Action, Reducer⟩, notation: reducers, desc: update state] | selectors[type: Map⟨String, Selector⟩, notation: selectors, desc: query state] | subscriptions[type: Set⟨Subscriber⟩, notation: subscriptions, desc: listen for changes]","State[def: Map⟨String, Value⟩, format: latex] | Action[def: (type: String, payload: Value), format: latex] | Reducer[def: (State, Action) → State, format: latex] | Selector[def: State → Value, format: latex] | Subscriber[def: State → Effect, format: latex]","P.P29.1:Single Source of Truth[spec: ∃! store: all application state in store, format: latex] | P.P29.2:Immutable Updates[spec: reducer(state, action) returns new state, doesn't mutate old state, format: latex] | P.P29.3:Unidirectional Flow[spec: action → reducer → new_state → notify_subscribers, format: latex]","Dispatch Action[sig: dispatch(action: Action) → Effect, def: $dispatch(action: Action) → Effect = reducer := reducers[action.type] new_state := reducer(store, action) store := new_state notify_all_subscribers(store)$, format: latex] | Subscribe[sig: subscribe(subscriber: Subscriber) → UnsubscribeFunc, def: $subscribe(subscriber: Subscriber) → UnsubscribeFunc = subscriptions := subscriptions ∪ {subscriber} return λ: subscriptions := subscriptions ∖ {subscriber}$, format: latex] | Select[sig: select(selector_name: String) → Value, def: $select(selector_name: String) → Value = selector := selectors[selector_name] return selector(store)$, format: latex]",,,,,Redux[JavaScript] | Vuex[Vue.js] | Global state[any framework] | Application model
P3,Hierarchical Navigator,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$N = (tree, selection, expansion, breadcrumb)$",latex,,"tree[type: Tree⟨Node⟩, notation: tree, desc: hierarchy] | selection[type: Node | null, notation: selection, desc: current selection] | expansion[type: Set⟨Node⟩, notation: expansion, desc: expanded nodes] | breadcrumb[type: Sequence⟨Node⟩, notation: breadcrumb, desc: path to selection]",,"P.P3.1:Parent-Child Visibility[spec: visible(n) ⇒ visible(parent(n)) Expanding parent makes children visible., format: latex] | P.P3.2:Breadcrumb Consistency[spec: breadcrumb = path_from_root(tree, selection), format: latex] | P.P3.3:Lazy Loading[spec: expand(n) → load_children(n) only when n first expanded, format: latex]","Expand Node[sig: expand(n: Node) → Effect, def: $expand(n: Node) → Effect = if n ∉ expansion: expansion := expansion ∪ {n} load_children(n) if children(n) = unloaded render(tree)$, format: latex] | Select Node[sig: select(n: Node) → Effect, def: $select(n: Node) → Effect = selection := n breadcrumb := compute_path(root, n) notify_observers(n)$, format: latex] | Navigate[sig: navigate(direction: Direction) → Effect, def: $navigate(direction: Direction) → Effect = case direction of Down → select(next_visible(selection)) Up → select(prev_visible(selection)) Right → expand(selection); select(first_child(selection)) Left → collapse(selection) | select(parent(selection))$, format: latex]",,,,,File explorer[OS file browser] | Feature tree[CAD] | Theorem library[Lean] | Layer panel[Photoshop] | Outline view[Word]
P30,Command Pattern,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$C = (commands, executor, undo\_stack, redo\_stack)$",latex,,"commands[type: Sequence⟨Command⟩, notation: commands, desc: executed commands] | executor[type: Command → Effect, notation: executor, desc: executes commands] | undo\_stack[type: Stack⟨Command⟩, notation: undo\_stack, desc: for undo] | redo\_stack[type: Stack⟨Command⟩, notation: redo\_stack, desc: for redo]","Command[def: (execute: () → Effect, undo: () → Effect, redo: () → Effect), format: latex]","P.P30.1:Reversibility[spec: ∀cmd: undo(execute(cmd)) returns to pre-execution state, format: latex] | P.P30.2:Command History[spec: All executed commands pushed to undo_stack, format: latex] | P.P30.3:Redo Invalidation[spec: New command execution → clear redo_stack, format: latex]","Execute[sig: execute(cmd: Command) → Effect, def: $execute(cmd: Command) → Effect = cmd.execute() undo_stack := push(undo_stack, cmd) redo_stack := empty() // Clear redo on new action$, format: latex] | Undo[sig: undo() → Effect, def: $undo() → Effect = if ¬empty(undo_stack): cmd := pop(undo_stack) cmd.undo() redo_stack := push(redo_stack, cmd)$, format: latex] | Redo[sig: redo() → Effect, def: $redo() → Effect = if ¬empty(redo_stack): cmd := pop(redo_stack) cmd.redo() undo_stack := push(undo_stack, cmd)$, format: latex]",,,,,Undo/redo system | Macro recording | Transaction log | Command history
P31,Observer Pattern,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$O = (subject, observers, notify)$",latex,,"subject[type: Subject, notation: subject, desc: observed object] | observers[type: Set⟨Observer⟩, notation: observers, desc: listeners] | notify[type: () → Effect, notation: notify, desc: notifies all observers]","Subject[def: (state: State, attach: Observer → Effect, detach: Observer → Effect), format: latex] | Observer[def: (update: State → Effect), format: latex]","P.P31.1:Loose Coupling[spec: Subject doesn't know observer details Observers independent of each other, format: latex] | P.P31.2:Automatic Updates[spec: subject.state changes → notify_all_observers(), format: latex]","Attach Observer[sig: attach(observer: Observer) → Effect, def: $attach(observer: Observer) → Effect = observers := observers ∪ {observer}$, format: latex] | Detach Observer[sig: detach(observer: Observer) → Effect, def: $detach(observer: Observer) → Effect = observers := observers ∖ {observer}$, format: latex] | Notify[sig: notify() → Effect, def: $notify() → Effect = for observer in observers: observer.update(subject.state)$, format: latex]",,,,,Data binding | Event listeners | Reactive subscriptions | Pub/sub systems
P32,Plugin Architecture,pattern,pattern,stable,low,1.1,Software Architecture; Design Patterns,,"$P = (interface, registry, loader, lifecycle)$",latex,,"interface[type: Interface, notation: interface, desc: defines plugin contract] | registry[type: Map⟨ID, Plugin⟩, notation: registry, desc: stores loaded plugins] | loader[type: Path → Plugin, notation: loader, desc: loads plugins] | lifecycle[type: Plugin → Sequence⟨Phase⟩, notation: lifecycle, desc: manages plugin lifecycle]","Plugin[def: (id: ID, metadata: Metadata, hooks: Map⟨HookPoint, Handler⟩), format: latex] | Metadata[def: (name: String, version: Version, dependencies: Set⟨ID⟩), format: latex] | Phase[def: Initialize | Activate | Deactivate | Destroy, format: latex]","P.P32.1:Isolation[spec: Plugins isolated from each other Plugin failure doesn't crash system, format: latex] | P.P32.2:Well-Defined Interface[spec: All plugins implement same interface, format: latex] | P.P32.3:Dynamic Loading[spec: Plugins loaded/unloaded at runtime, format: latex]","Load Plugin[sig: load(path: Path) → Plugin, def: $load(path: Path) → Plugin = plugin := loader(path) validate(plugin) resolve_dependencies(plugin) registry[plugin.id] := plugin lifecycle.initialize(plugin) return plugin$, format: latex] | Activate Plugin[sig: activate(plugin: Plugin) → Effect, def: $activate(plugin: Plugin) → Effect = lifecycle.activate(plugin) register_hooks(plugin.hooks)$, format: latex] | Deactivate Plugin[sig: deactivate(plugin: Plugin) → Effect, def: $deactivate(plugin: Plugin) → Effect = unregister_hooks(plugin.hooks) lifecycle.deactivate(plugin)$, format: latex]",,,,,VS Code extensions | WordPress plugins | Browser extensions | Plugin systems
